tanggal,hari,product_id,product_name,kategori,satuan,harga_normal,diskon_persen,harga_jual,cogs,quantity_sold,lost_sales,revenue,gross_profit,stock_awal,restock_diterima,stock_akhir,restock_dipesan,expired_qty,tanggal_kedaluwarsa,days_to_expiry,is_periode_gajian,is_ramadan
2026-02-22,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,17,0,229500,42500,59,0,42,0,0,2026-11-18,269,0,1
2026-02-23,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,8,0,99200,11200,42,0,34,0,0,2026-11-18,268,0,1
2026-02-24,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,18,0,243000,45000,34,0,16,143,0,2026-11-18,267,0,1
2026-02-25,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,16,0,216000,40000,159,143,143,0,0,2026-11-22,270,1,1
2026-02-26,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,26,0,291200,5200,143,0,117,0,0,2026-11-22,269,1,1
2026-02-27,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,24,0,268800,4800,117,0,93,0,0,2026-11-22,268,1,1
2026-02-28,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,28,0,313600,5600,93,0,65,0,0,2026-11-22,267,1,1
2026-03-01,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,12.0,11900,11000,23,0,273700,20700,65,0,42,0,0,2026-11-22,266,1,1
2026-03-02,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,17,0,229500,42500,42,0,25,0,0,2026-11-22,265,1,1
2026-03-03,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,13,0,175500,32500,25,0,12,65,0,2026-11-22,264,1,1
2026-03-04,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,12,2,162000,30000,12,0,0,0,0,2026-11-22,263,1,1
2026-03-05,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,16,0,216000,40000,65,65,49,0,0,2026-11-30,270,1,1
2026-03-06,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,16,0,198400,22400,49,0,33,0,0,2026-11-30,269,0,1
2026-03-07,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,20,0,270000,50000,33,0,13,65,0,2026-11-30,268,0,1
2026-03-08,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,13,17,145600,2600,13,0,0,0,0,2026-11-30,267,0,1
2026-03-09,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,17,0,229500,42500,65,65,48,0,0,2026-12-04,270,0,1
2026-03-10,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,15,0,202500,37500,48,0,33,0,0,2026-12-04,269,0,1
2026-03-11,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,15,0,168000,3000,33,0,18,65,0,2026-12-04,268,0,1
2026-03-12,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,12.0,11900,11000,18,6,214200,16200,18,0,0,0,0,2026-12-04,267,0,1
2026-03-13,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,19,0,212800,3800,65,65,46,0,0,2026-12-08,270,0,1
2026-03-14,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,46,0,36,0,0,2026-12-08,269,0,1
2026-03-15,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,24,0,324000,60000,36,0,12,65,0,2026-12-08,268,0,1
2026-03-16,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,12,0,4,0,0,2026-12-08,267,0,1
2026-03-17,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,15,0,202500,37500,69,65,54,0,0,2026-12-12,270,0,1
2026-03-18,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,15,0,202500,37500,54,0,39,0,0,2026-12-12,269,0,1
2026-03-19,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,39,0,30,0,0,2026-12-12,268,0,1
2026-03-20,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,5,0,67500,12500,30,0,25,0,0,2026-12-12,267,0,0
2026-03-21,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,25,0,15,65,0,2026-12-12,266,0,0
2026-03-22,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,4,0,54000,10000,80,65,76,0,0,2026-12-17,270,0,0
2026-03-23,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,2,0,27000,5000,76,0,74,0,0,2026-12-17,269,0,0
2026-03-24,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,3,0,40500,7500,74,0,71,0,0,2026-12-17,268,0,0
2026-03-25,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,71,0,65,0,0,2026-12-17,267,1,0
2026-03-26,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,4,0,54000,10000,65,0,61,0,0,2026-12-17,266,1,0
2026-03-27,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,14,0,189000,35000,61,0,47,0,0,2026-12-17,265,1,0
2026-03-28,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,10.0,12200,11000,9,0,109800,10800,47,0,38,0,0,2026-12-17,264,1,0
2026-03-29,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,13,0,145600,2600,38,0,25,0,0,2026-12-17,263,1,0
2026-03-30,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,25,0,19,65,0,2026-12-17,262,1,0
2026-03-31,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,19,0,13,0,0,2026-12-17,261,1,0
2026-04-01,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,78,65,72,0,0,2026-12-27,270,1,0
2026-04-02,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,13,0,175500,32500,72,0,59,0,0,2026-12-27,269,1,0
2026-04-03,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,11,0,148500,27500,59,0,48,0,0,2026-12-27,268,1,0
2026-04-04,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,15,0,202500,37500,48,0,33,0,0,2026-12-27,267,1,0
2026-04-05,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,21,0,283500,52500,33,0,12,143,0,2026-12-27,266,1,0
2026-04-06,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,12,0,3,0,0,2026-12-27,265,0,0
2026-04-07,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,5.0,12800,11000,3,7,38400,5400,3,0,0,0,0,2026-12-27,264,0,0
2026-04-08,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,143,143,136,0,0,2027-01-03,270,0,0
2026-04-09,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,13,0,175500,32500,136,0,123,0,0,2027-01-03,269,0,0
2026-04-10,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,11,0,148500,27500,123,0,112,0,0,2027-01-03,268,0,0
2026-04-11,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,112,0,104,0,0,2027-01-03,267,0,0
2026-04-12,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,104,0,95,0,0,2027-01-03,266,0,0
2026-04-13,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,3,0,33600,600,95,0,92,0,0,2027-01-03,265,0,0
2026-04-14,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,92,0,86,0,0,2027-01-03,264,0,0
2026-04-15,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,2,0,27000,5000,86,0,84,0,0,2027-01-03,263,0,0
2026-04-16,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,84,0,78,0,0,2027-01-03,262,0,0
2026-04-17,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,12,0,138000,6000,78,0,66,0,0,2027-01-03,261,0,0
2026-04-18,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,13,0,175500,32500,66,0,53,0,0,2027-01-03,260,0,0
2026-04-19,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,10.0,12200,11000,10,0,122000,12000,53,0,43,0,0,2027-01-03,259,0,0
2026-04-20,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,10.0,12200,11000,6,0,73200,7200,43,0,37,0,0,2027-01-03,258,0,0
2026-04-21,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,37,0,28,0,0,2027-01-03,257,0,0
2026-04-22,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,10,0,112000,2000,28,0,18,65,0,2027-01-03,256,0,0
2026-04-23,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,3,0,40500,7500,18,0,15,0,0,2027-01-03,255,0,0
2026-04-24,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,15,2,202500,37500,15,0,0,0,0,2027-01-03,254,0,0
2026-04-25,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,12.0,11900,11000,16,0,190400,14400,65,65,49,0,0,2027-01-20,270,1,0
2026-04-26,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,14,0,173600,19600,49,0,35,0,0,2027-01-20,269,1,0
2026-04-27,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,15,0,202500,37500,35,0,20,65,0,2027-01-20,268,1,0
2026-04-28,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,4,0,54000,10000,20,0,16,0,0,2027-01-20,267,1,0
2026-04-29,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,3,0,40500,7500,16,0,13,0,0,2027-01-20,266,1,0
2026-04-30,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,5.0,12800,11000,11,0,140800,19800,78,65,67,0,0,2027-01-25,270,1,0
2026-05-01,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,12,0,134400,2400,67,0,55,0,0,2027-01-25,269,1,0
2026-05-02,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,55,0,45,0,0,2027-01-25,268,1,0
2026-05-03,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,20,0,230000,10000,45,0,25,0,0,2027-01-25,267,1,0
2026-05-04,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,12.0,11900,11000,14,0,166600,12600,25,0,11,65,0,2027-01-25,266,1,0
2026-05-05,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,12,0,162000,30000,76,65,64,0,0,2027-01-30,270,1,0
2026-05-06,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,8,0,89600,1600,64,0,56,0,0,2027-01-30,269,0,0
2026-05-07,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,15,0,202500,37500,56,0,41,0,0,2027-01-30,268,0,0
2026-05-08,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,10.0,12200,11000,9,0,109800,10800,41,0,32,0,0,2027-01-30,267,0,0
2026-05-09,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,32,0,22,65,0,2027-01-30,266,0,0
2026-05-10,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,9,0,100800,1800,22,0,13,0,0,2027-01-30,265,0,0
2026-05-11,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,13,0,5,0,0,2027-01-30,264,0,0
2026-05-12,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,5.0,12800,11000,7,0,89600,12600,70,65,63,0,0,2027-02-06,270,0,0
2026-05-13,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,63,0,56,0,0,2027-02-06,269,0,0
2026-05-14,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,12.0,11900,11000,7,0,83300,6300,56,0,49,0,0,2027-02-06,268,0,0
2026-05-15,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,7,0,86800,9800,49,0,42,0,0,2027-02-06,267,0,0
2026-05-16,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,13,0,175500,32500,42,0,29,0,0,2027-02-06,266,0,0
2026-05-17,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,2,0,27000,5000,29,0,27,0,0,2027-02-06,265,0,0
2026-05-18,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,1,0,13500,2500,27,0,26,0,0,2027-02-06,264,0,0
2026-05-19,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,12,0,162000,30000,26,0,14,65,0,2027-02-06,263,0,0
2026-05-20,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,14,0,4,0,0,2027-02-06,262,0,0
2026-05-21,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,4,3,49600,5600,4,0,0,0,0,2027-02-06,261,0,0
2026-05-22,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,8,0,92000,4000,65,65,57,0,0,2027-02-16,270,0,0
2026-05-23,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,57,0,48,0,0,2027-02-16,269,0,0
2026-05-24,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,13,0,161200,18200,48,0,35,0,0,2027-02-16,268,0,0
2026-05-25,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,10,0,124000,14000,35,0,25,0,0,2027-02-16,267,1,0
2026-05-26,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,25,0,16,65,0,2027-02-16,266,1,0
2026-05-27,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,17,0,229500,42500,81,65,64,0,0,2027-02-21,270,1,0
2026-05-28,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,64,0,54,0,0,2027-02-21,269,1,0
2026-05-29,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,54,0,48,0,0,2027-02-21,268,1,0
2026-05-30,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,16,0,216000,40000,48,0,32,0,0,2027-02-21,267,1,0
2026-05-31,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,21,0,283500,52500,32,0,11,65,0,2027-02-21,266,1,0
2026-06-01,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,76,65,70,0,0,2027-02-26,270,1,0
2026-06-02,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,14,0,161000,7000,70,0,56,0,0,2027-02-26,269,1,0
2026-06-03,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,56,0,49,0,0,2027-02-26,268,1,0
2026-06-04,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,49,0,39,0,0,2027-02-26,267,1,0
2026-06-05,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,39,0,31,0,0,2027-02-26,266,1,0
2026-06-06,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,4,0,54000,10000,31,0,27,0,0,2027-02-26,265,0,0
2026-06-07,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,27,0,17,65,0,2027-02-26,264,0,0
2026-06-08,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,11,0,148500,27500,82,65,71,0,0,2027-03-05,270,0,0
2026-06-09,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,4,0,49600,5600,71,0,67,0,0,2027-03-05,269,0,0
2026-06-10,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,67,0,59,0,0,2027-03-05,268,0,0
2026-06-11,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,4,0,54000,10000,59,0,55,0,0,2027-03-05,267,0,0
2026-06-12,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,55,0,48,0,0,2027-03-05,266,0,0
2026-06-13,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,5,0,57500,2500,48,0,43,0,0,2027-03-05,265,0,0
2026-06-14,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,43,0,35,0,0,2027-03-05,264,0,0
2026-06-15,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,10,0,135000,25000,35,0,25,0,0,2027-03-05,263,0,0
2026-06-16,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,25,0,17,65,0,2027-03-05,262,0,0
2026-06-17,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,17,0,9,0,0,2027-03-05,261,0,0
2026-06-18,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,6,0,67200,1200,9,0,3,0,0,2027-03-05,260,0,0
2026-06-19,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,68,65,62,0,0,2027-03-16,270,0,0
2026-06-20,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,5,0,57500,2500,62,0,57,0,0,2027-03-16,269,0,0
2026-06-21,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,11,0,148500,27500,57,0,46,0,0,2027-03-16,268,0,0
2026-06-22,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,4,0,54000,10000,46,0,42,0,0,2027-03-16,267,0,0
2026-06-23,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,42,0,36,0,0,2027-03-16,266,0,0
2026-06-24,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,5,0,67500,12500,36,0,31,0,0,2027-03-16,265,0,0
2026-06-25,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,13,0,175500,32500,31,0,18,65,0,2027-03-16,264,1,0
2026-06-26,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,18,0,12,0,0,2027-03-16,263,1,0
2026-06-27,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,28,0,378000,70000,77,65,49,0,0,2027-03-24,270,1,0
2026-06-28,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,22,0,297000,55000,49,0,27,0,0,2027-03-24,269,1,0
2026-06-29,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,6,0,81000,15000,27,0,21,65,0,2027-03-24,268,1,0
2026-06-30,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,86,65,79,0,0,2027-03-27,270,1,0
2026-07-01,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,5,0,67500,12500,79,0,74,0,0,2027-03-27,269,1,0
2026-07-02,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,15,0,168000,3000,74,0,59,0,0,2027-03-27,268,1,0
2026-07-03,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,59,0,51,0,0,2027-03-27,267,1,0
2026-07-04,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,16,0,179200,3200,51,0,35,0,0,2027-03-27,266,1,0
2026-07-05,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,35,0,26,0,0,2027-03-27,265,1,0
2026-07-06,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,11,0,148500,27500,26,0,15,65,0,2027-03-27,264,0,0
2026-07-07,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,15,0,8,0,0,2027-03-27,263,0,0
2026-07-08,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,3,108000,20000,8,0,0,0,0,2027-03-27,262,0,0
2026-07-09,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,12,0,134400,2400,65,65,53,0,0,2027-04-05,270,0,0
2026-07-10,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,53,0,46,0,0,2027-04-05,269,0,0
2026-07-11,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,46,0,38,0,0,2027-04-05,268,0,0
2026-07-12,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,9,0,121500,22500,38,0,29,0,0,2027-04-05,267,0,0
2026-07-13,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,14,0,189000,35000,29,0,15,65,0,2027-04-05,266,0,0
2026-07-14,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,8,0,108000,20000,15,0,7,0,0,2027-04-05,265,0,0
2026-07-15,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,2,94500,17500,7,0,0,0,0,2027-04-05,264,0,0
2026-07-16,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,65,65,58,0,0,2027-04-12,270,0,0
2026-07-17,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,4,0,54000,10000,58,0,54,0,0,2027-04-12,269,0,0
2026-07-18,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,5.0,12800,11000,9,0,115200,16200,54,0,45,0,0,2027-04-12,268,0,0
2026-07-19,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,11,0,148500,27500,45,0,34,0,0,2027-04-12,267,0,0
2026-07-20,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,16,0,216000,40000,34,0,18,65,0,2027-04-12,266,0,0
2026-07-21,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,11,0,123200,2200,18,0,7,0,0,2027-04-12,265,0,0
2026-07-22,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,5,0,67500,12500,72,65,67,0,0,2027-04-18,270,0,0
2026-07-23,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,67,0,60,0,0,2027-04-18,269,0,0
2026-07-24,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,60,0,53,0,0,2027-04-18,268,0,0
2026-07-25,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,14,0,189000,35000,53,0,39,0,0,2027-04-18,267,1,0
2026-07-26,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,39,0,32,0,0,2027-04-18,266,1,0
2026-07-27,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,17.04,11200,11000,12,0,134400,2400,32,0,20,65,0,2027-04-18,265,1,0
2026-07-28,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,8,0,92000,4000,85,65,77,0,0,2027-04-24,270,1,0
2026-07-29,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,7,0,94500,17500,77,0,70,0,0,2027-04-24,269,1,0
2026-07-30,Kamis,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,11,0,148500,27500,70,0,59,0,0,2027-04-24,268,1,0
2026-07-31,Jumat,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,15.0,11500,11000,11,0,126500,5500,59,0,48,0,0,2027-04-24,267,1,0
2026-08-01,Sabtu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,25,0,337500,62500,48,0,23,65,0,2027-04-24,266,1,0
2026-08-02,Minggu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,12,0,162000,30000,23,0,11,0,0,2027-04-24,265,1,0
2026-08-03,Senin,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,0.0,13500,11000,12,0,162000,30000,76,65,64,0,0,2027-04-30,270,1,0
2026-08-04,Selasa,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,8.0,12400,11000,17,0,210800,23800,64,0,47,0,0,2027-04-30,269,1,0
2026-08-05,Rabu,SKU008,Tepung Terigu 1kg,Sembako,pak,13500,5.0,12800,11000,16,0,204800,28800,47,0,31,0,0,2027-04-30,268,1,0
